control,cve_ent,nom_ent,cve_mun,nom_mun,cve_ageb,cve_mza,terrenos,sup_total,cve_concat,shape_leng,shape_area,cont_clave,abejas,asnos,aves,bovinos,caprinos,conejos,equinos,iguana,machosmlas,ovinos,porcinos,p_total
07099024-0024,7,Chiapas,99,La Trinitaria,024-0,24,97,220.0823,099_024-0_024,8696.30096833,2271879.05191,099_024-0_024,,,,1,,,,,,,,1
07068008-5005,7,Chiapas,68,Pichucalco,008-5,5,31,106.5552,068_008-5_005,6106.24526771,1110572.64276,068_008-5_005,,,,12,,,,,,,,12
07046012-4002,7,Chiapas,46,Jiquipilas,012-4,2,1,392.9951,046_012-4_002,8628.19058124,3911995.26996,046_012-4_002,,,,1,,,,,,,,1
07017024-5039,7,Chiapas,17,Cintalapa,024-5,39,42,201.1693,017_024-5_039,5583.02214615,2002869.99235,017_024-5_039,,,,27,,,,,,,,27
07037010-6003,7,Chiapas,37,Huehuetán,010-6,3,56,748.4735,037_010-6_003,14641.1504207,7397623.65089,037_010-6_003,,,,5,,,,,,,,5
07053001-0006,7,Chiapas,53,Mazapa de Madero,001-0,6,16,82.5693,053_001-0_006,6343.61854096,817852.611775,053_001-0_006,,,1,,,,,,,,,1
07050008-0003,7,Chiapas,50,La Libertad,008-0,3,188,2326.6195,050_008-0_003,24152.8256366,23796144.1679,050_008-0_003,,,,82,,,,,,,,82
07108010-A004,7,Chiapas,108,Villaflores,010-A,4,23,51.4586,108_010-A_004,4904.7997968,512135.607917,108_010-A_004,,,,22,,,,,,,,22
07052039-0005,7,Chiapas,52,Las Margaritas,039-0,5,53,2069.9909,052_039-0_005,21458.3045058,20587090.9762,052_039-0_005,,,19,23,,,,,,,,42
07087003-8007,7,Chiapas,87,Suchiate,003-8,7,167,828.4798,087_003-8_007,19767.6794266,8176172.11011,087_003-8_007,,,,16,,,,,,3,,19
07107020-6012,7,Chiapas,107,Villa Corzo,020-6,12,10,385.4609,107_020-6_012,13550.3027929,3829516.17014,107_020-6_012,,,,8,,,,,,,,8
07046005-4009,7,Chiapas,46,Jiquipilas,005-4,9,39,458.6306,046_005-4_009,12318.8315682,4569391.2525,046_005-4_009,,,1,,,,,,,,,1
07099004-3012,7,Chiapas,99,La Trinitaria,004-3,12,21,702.3215,099_004-3_012,12071.4070121,6979173.41442,099_004-3_012,,,,1,,,,,,,,1
07079002-1013,7,Chiapas,79,San Fernando,002-1,13,5,178.4879,079_002-1_013,7171.92005979,1780006.47102,079_002-1_013,,,1,,,,,,,,,1
07097018-0006,7,Chiapas,97,Tonalá,018-0,6,26,792.4063,097_018-0_006,12596.5158688,7865825.26395,097_018-0_006,,,,26,,,,,,,,26
07071002-3009,7,Chiapas,71,Villa Comaltitlán,002-3,9,288,2176.2149,071_002-3_009,22576.0939613,22132516.2676,071_002-3_009,,,1,116,,,,,,,,117
07089030-A009,7,Chiapas,89,Tapachula,030-A,9,84,624.6486,089_030-A_009,11988.8130579,6166107.03003,089_030-A_009,,,,3,,,,,,2,,5
07019011-2013,7,Chiapas,19,Comitán de Domínguez,011-2,13,15,515.3498,019_011-2_013,12085.9698058,5126553.69418,019_011-2_013,,,,3,,,,,,,,3
07039004-5014,7,Chiapas,39,Huitiupán,004-5,14,21,66.0261,039_004-5_014,3874.49747545,659131.912456,039_004-5_014,,,2,3,,,,,,,,5
07050008-0014,7,Chiapas,50,La Libertad,008-0,14,8,576.9603,050_008-0_014,15166.4393876,5768686.00164,050_008-0_014,,,,8,,,,,,,,8
07004002-0004,7,Chiapas,4,Altamirano,002-0,4,14,42.707,004_002-0_004,3250.64325074,425770.215213,004_002-0_004,,,,8,,,,,,,,8
07065016-8001,7,Chiapas,65,Palenque,016-8,1,31,900.2531,065_016-8_001,14975.5706492,8999713.22336,065_016-8_001,,,,25,,,,,,,1,26
07018002-6001,7,Chiapas,18,Coapilla,002-6,1,475,642.6303,018_002-6_001,11665.4979392,6618065.38808,018_002-6_001,,,4,155,,,,,,,,159
07030008-8002,7,Chiapas,30,Chicomuselo,008-8,2,41,634.0261,030_008-8_002,15659.5630249,6360477.87186,030_008-8_002,,,,18,,,,,,,,18
07041006-2015,7,Chiapas,41,La Independencia,006-2,15,5,9.161,041_006-2_015,1964.9989427,91084.9501004,041_006-2_015,,,2,,,,,,,,,2
07034009-1009,7,Chiapas,34,Frontera Comalapa,009-1,9,36,495.4356,034_009-1_009,11288.0243102,4914108.8798,034_009-1_009,,,,1,,,,,,,,1
07089030-A002,7,Chiapas,89,Tapachula,030-A,2,99,888.4202,089_030-A_002,14289.3093324,8771621.92879,089_030-A_002,,,,6,,,,,,,,6
07037004-0017,7,Chiapas,37,Huehuetán,004-0,17,18,278.6236,037_004-0_017,7311.92549782,2753948.87823,037_004-0_017,,,,1,,,,,,,,1
07042002-1009,7,Chiapas,42,Ixhuatán,002-1,9,18,72.5328,042_002-1_009,4051.3446704,724164.918205,042_002-1_009,,,,10,,,,,,,,10
07046012-4003,7,Chiapas,46,Jiquipilas,012-4,3,255,2771.2953,046_012-4_003,27137.7757697,28127253.4206,046_012-4_003,,,,71,,,,,,,,71
07097013-8003,7,Chiapas,97,Tonalá,013-8,3,15,981.1199,097_013-8_003,16500.5176374,9747919.85098,097_013-8_003,,,,15,,,,,,,,15
07108009-7007,7,Chiapas,108,Villaflores,009-7,7,58,267.2431,108_009-7_007,7484.30996603,2693634.17247,108_009-7_007,,,,19,,,,,,,,19
07061014-A008,7,Chiapas,61,Ocozocoautla de Espinosa,014-A,8,53,1125.9293,061_014-A_008,18039.2709238,11218682.0295,061_014-A_008,,,3,9,,,,,,2,,14
07076003-4008,7,Chiapas,76,Sabanilla,003-4,8,158,490.4638,076_003-4_008,14154.6831756,5184975.84987,076_003-4_008,,,,11,,,,,,,,11
07077008-4008,7,Chiapas,77,Salto de Agua,008-4,8,33,194.0532,077_008-4_008,8700.64652651,2079787.95854,077_008-4_008,,,,9,,,,,,,,9
07039004-5030,7,Chiapas,39,Huitiupán,004-5,30,47,219.4905,039_004-5_030,6453.24036631,2329076.44955,039_004-5_030,,,,5,,,,,,,,5
07017018-A024,7,Chiapas,17,Cintalapa,018-A,24,7,38.1294,017_018-A_024,3323.29373783,379780.084439,017_018-A_024,,,,3,,,,,,,,3
07065008-3009,7,Chiapas,65,Palenque,008-3,9,7,597.9287,065_008-3_009,15276.7092605,5978923.91529,065_008-3_009,,,,5,,,,,,,,5
07009003-1009,7,Chiapas,9,Arriaga,003-1,9,6,270.5082,009_003-1_009,14329.3477585,2691416.66158,009_003-1_009,,,,5,,,,,,,,5
07092012-7009,7,Chiapas,92,Tecpatán,012-7,9,35,333.8214,092_012-7_009,7421.33731617,3373815.97831,092_012-7_009,,,,1,,,,,,1,,2
07077006-5003,7,Chiapas,77,Salto de Agua,006-5,3,49,641.9731,077_006-5_003,11172.7532638,6497100.79399,077_006-5_003,,,,4,,,,,,,,4
07005005-1010,7,Chiapas,5,Amatán,005-1,10,201,116.4895,005_005-1_010,5827.26381876,1191209.86573,005_005-1_010,,,6,10,,,,,,,,16
07099022-1010,7,Chiapas,99,La Trinitaria,022-1,10,15,514.1375,099_022-1_010,10994.7366376,5105138.97922,099_022-1_010,,,,1,,,,,,,,1
07017022-6007,7,Chiapas,17,Cintalapa,022-6,7,3,120.8014,017_022-6_007,5552.94043758,1203313.24995,017_022-6_007,,,,1,,,,,,,,1
07041006-2011,7,Chiapas,41,La Independencia,006-2,11,509,1320.2942,041_006-2_011,23861.0326303,13883335.9665,041_006-2_011,,,3,,,,,,,,,3
07107050-7011,7,Chiapas,107,Villa Corzo,050-7,11,7,1079.232,107_050-7_011,15579.913343,10729310.6919,107_050-7_011,,,,6,,,,,,,,6
07030007-3014,7,Chiapas,30,Chicomuselo,007-3,14,10,144.7726,030_007-3_014,9446.32818751,1436284.15884,030_007-3_014,,,,1,,,,,,,,1
07059034-9012,7,Chiapas,59,Ocosingo,034-9,12,14,603.6715,059_034-9_012,14323.9758846,6019699.42294,059_034-9_012,,,,7,,,,,,,,7
07101049-0018,7,Chiapas,101,Tuxtla Gutiérrez,049-0,18,50,660.0767,101_049-0_018,15500.9823686,6574700.08799,101_049-0_018,,,3,7,,,,,,1,,11
07086003-0019,7,Chiapas,86,Suchiapa,003-0,19,28,613.798,086_003-0_019,13409.3969828,6113162.12568,086_003-0_019,,,,4,,,,,,,,4
07104003-0019,7,Chiapas,104,Tzimol,003-0,19,11,513.0963,104_003-0_019,11725.0850885,5099286.86348,104_003-0_019,,,,7,,,,,,,,7
07037010-6040,7,Chiapas,37,Huehuetán,010-6,40,31,97.9938,037_010-6_040,5238.01145956,1060498.9212,037_010-6_040,,,1,2,,,,,,,,3
07027007-8012,7,Chiapas,27,Chiapa de Corzo,007-8,12,223,442.433,027_007-8_012,9668.16669219,4951164.54993,027_007-8_012,,,,8,,,,,,1,,9
07077007-A001,7,Chiapas,77,Salto de Agua,007-A,1,502,3074.0285,077_007-A_001,22640.4083292,30999419.7236,077_007-A_001,,,112,12,,,,,,,34,158
07069010-A002,7,Chiapas,69,Pijijiapan,010-A,2,59,2701.4226,069_010-A_002,29592.581579,26932144.4657,069_010-A_002,,,3,53,,,,,,,,56
07040006-5006,7,Chiapas,40,Huixtla,006-5,6,55,1173.854,040_006-5_006,17026.6671873,11614427.1039,040_006-5_006,,,,2,,,,,,,,2
07020010-9001,7,Chiapas,20,La Concordia,010-9,1,362,3760.2096,020_010-9_001,47241.2860313,37843921.554,020_010-9_001,,,,40,,,,,,,,40
07038002-9003,7,Chiapas,38,Huixtán,002-9,3,67,3095.7548,038_002-9_003,30314.0591583,30846395.8519,038_002-9_003,,,3,,,,,,,,,3
07054005-6001,7,Chiapas,54,Mazatán,005-6,1,5,354.7599,054_005-6_001,9252.87305861,3505994.326,054_005-6_001,,,,3,,,,,,,,3
07043001-4005,7,Chiapas,43,Ixtacomitán,001-4,5,8,465.9558,043_001-4_005,13890.1154814,4655090.41147,043_001-4_005,,,,4,,,,,,,,4
07009021-A007,7,Chiapas,9,Arriaga,021-A,7,63,687.5088,009_021-A_007,18172.2294184,7320603.91774,009_021-A_007,,,6,43,,,,,,,,49
07065006-4024,7,Chiapas,65,Palenque,006-4,24,5,56.3456,065_006-4_024,3029.56207166,563386.065543,065_006-4_024,,,,5,,,,,,,,5
07059119-2009,7,Chiapas,59,Ocosingo,119-2,9,99,1680.108,059_119-2_009,20925.1877014,17464964.7598,059_119-2_009,,,6,39,,,,,,2,3,50
07074001-0009,7,Chiapas,74,Reforma,001-0,9,5,805.1436,074_001-0_009,18577.3373282,8057093.58531,074_001-0_009,,,,5,,,,,,,,5
07065013-4001,7,Chiapas,65,Palenque,013-4,1,6,954.0533,065_013-4_001,16985.9916416,9537601.05726,065_013-4_001,,,,3,,,,,,,,3
07074003-A010,7,Chiapas,74,Reforma,003-A,10,17,634.971,074_003-A_010,11086.597641,6351986.81768,074_003-A_010,,,,16,,,,,,1,,17
07077003-1012,7,Chiapas,77,Salto de Agua,003-1,12,5,429.0336,077_003-1_012,14042.3962771,4288187.83577,077_003-1_012,,,,4,,,,,,,,4
07016004-0012,7,Chiapas,16,Catazajá,004-0,12,24,96.1551,016_004-0_012,4562.73619574,1006620.85029,016_004-0_012,,,,4,,,,,,,,4
07062005-8013,7,Chiapas,62,Ostuacán,005-8,13,26,176.4167,062_005-8_013,6202.45071489,1762108.2999,062_005-8_013,,,,24,,,,,,,1,25
07001004-8023,7,Chiapas,1,Acacoyagua,004-8,23,7,92.8185,001_004-8_023,7558.83309376,919213.396779,001_004-8_023,,,1,2,,,,,,,,3
07084002-1012,7,Chiapas,84,Solosuchiapa,002-1,12,11,42.9059,084_002-1_012,4852.53316373,452796.61154,084_002-1_012,,,,7,,,,,,,,7
07062004-3008,7,Chiapas,62,Ostuacán,004-3,8,4,149.5316,062_004-3_008,8800.31325239,1493641.11354,062_004-3_008,,,,2,,,,,,,,2
07099004-3014,7,Chiapas,99,La Trinitaria,004-3,14,6,81.609,099_004-3_014,3802.99118319,811285.68661,099_004-3_014,,,,1,,,,,,,,1
07039004-5017,7,Chiapas,39,Huitiupán,004-5,17,571,724.1845,039_004-5_017,12345.463392,7786601.6121,039_004-5_017,1,,2,212,,,,,,1,,216
07077011-6017,7,Chiapas,77,Salto de Agua,011-6,17,2,207.3595,077_011-6_017,6434.13062014,2071206.41031,077_011-6_017,,,,2,,,,,,,,2
07017018-A025,7,Chiapas,17,Cintalapa,018-A,25,12,176.5093,017_018-A_025,7797.41624663,1758578.96049,017_018-A_025,,,,1,,,,,,,1,2
07046009-2013,7,Chiapas,46,Jiquipilas,009-2,13,1,139.3548,046_009-2_013,6662.45389039,1387351.44635,046_009-2_013,,,,1,,,,,,,,1
07027008-2027,7,Chiapas,27,Chiapa de Corzo,008-2,27,170,334.0561,027_008-2_027,9501.46160947,4331925.57655,027_008-2_027,,,,6,,,,,,,1,7
07013004-9016,7,Chiapas,13,Bochil,004-9,16,79,12.5612,013_004-9_016,1846.58002493,175265.260994,013_004-9_016,,,,44,,,,,,,,44
07083004-3033,7,Chiapas,83,Socoltenango,004-3,33,34,287.182,083_004-3_033,9001.33646613,2854340.40416,083_004-3_033,,,,13,,,,,,,,13
07065006-4017,7,Chiapas,65,Palenque,006-4,17,3,244.2376,065_006-4_017,9192.58704361,2442221.51856,065_006-4_017,,,3,,,,,,,,,3
07052037-1001,7,Chiapas,52,Las Margaritas,037-1,1,46,3170.3825,052_037-1_001,35074.006432,31540878.1453,052_037-1_001,,,,15,,,,,,,,15
07065026-1001,7,Chiapas,65,Palenque,026-1,1,151,2981.5848,065_026-1_001,25034.2269437,30396665.0698,065_026-1_001,,,,7,,,,,,,,7
07065020-4021,7,Chiapas,65,Palenque,020-4,21,7,184.4811,065_020-4_021,5400.53585045,1843583.44007,065_020-4_021,,,1,5,,,,,,,,6
07006002-5002,7,Chiapas,6,Amatenango de la Frontera,002-5,2,418,1006.2607,006_002-5_002,16876.371403,10772514.1695,006_002-5_002,,,,11,,,,,,,,11
07069011-4002,7,Chiapas,69,Pijijiapan,011-4,2,98,2614.2498,069_011-4_002,24803.673666,25995269.087,069_011-4_002,,,,96,,,,,,,,96
07087006-1005,7,Chiapas,87,Suchiate,006-1,5,126,2341.4732,087_006-1_005,22644.5261541,23099662.1898,087_006-1_005,,,,4,,,,,,,,4
07074005-9006,7,Chiapas,74,Reforma,005-9,6,26,831.8211,074_005-9_006,14102.3109729,8319734.15593,074_005-9_006,,,,22,,,,,,,,22
07087002-3006,7,Chiapas,87,Suchiate,002-3,6,8,314.4065,087_002-3_006,10327.4600756,3103230.51471,087_002-3_006,,,,3,,,,,,,,3
07079002-1009,7,Chiapas,79,San Fernando,002-1,9,5,575.357,079_002-1_009,12897.1833136,5737760.00566,079_002-1_009,,,,3,,,,,,,,3
07019019-9008,7,Chiapas,19,Comitán de Domínguez,019-9,8,134,1036.8971,019_019-9_008,24714.6925982,10304279.1914,019_019-9_008,,,10,23,,,,,,,,33
07068007-0009,7,Chiapas,68,Pichucalco,007-0,9,85,477.4119,068_007-0_009,9931.96706269,4770361.86481,068_007-0_009,,,,10,,,,,,,,10
07062002-4017,7,Chiapas,62,Ostuacán,002-4,17,22,50.3776,062_002-4_017,2928.25331417,503301.543047,062_002-4_017,,,,22,,,,,,,,22
07027010-A018,7,Chiapas,27,Chiapa de Corzo,010-A,18,61,130.0402,027_010-A_018,12129.5626947,1366125.70455,027_010-A_018,,,,27,,,,,,,,27
07061020-5010,7,Chiapas,61,Ocozocoautla de Espinosa,020-5,10,20,806.0067,061_020-5_010,14784.8277365,8023352.56593,061_020-5_010,,,,6,,,,,,,,6
07099022-1012,7,Chiapas,99,La Trinitaria,022-1,12,209,412.1206,099_022-1_012,12804.5577366,4378942.63065,099_022-1_012,,,2,6,,,,,,,,8
07059061-6001,7,Chiapas,59,Ocosingo,061-6,1,4,11758.6468,059_061-6_001,55343.0724853,117257042.514,059_061-6_001,,,,2,,,,,,,,2
07002004-5019,7,Chiapas,2,Acala,004-5,19,4,29.8394,002_004-5_019,2278.84461091,296965.281702,002_004-5_019,,,,3,,,,,,,,3
07021002-1015,7,Chiapas,21,Copainalá,002-1,15,37,230.2383,021_002-1_015,10275.1923529,2297333.02867,021_002-1_015,,,2,18,,,,,,,,20
07030008-8010,7,Chiapas,30,Chicomuselo,008-8,10,3,525.1444,030_008-8_010,11859.5666547,5210780.0069,030_008-8_010,,,,2,,,,,,,,2
07046016-2019,7,Chiapas,46,Jiquipilas,016-2,19,71,1384.0025,046_016-2_019,24209.2620502,13785723.9692,046_016-2_019,,,2,21,,,,,,,2,25
07027010-A024,7,Chiapas,27,Chiapa de Corzo,010-A,24,46,134.8545,027_010-A_024,4752.64001752,1341917.46252,027_010-A_024,,,,27,,,,,,,,27
07097015-7021,7,Chiapas,97,Tonalá,015-7,21,13,311.1264,097_015-7_021,7984.28868704,3089804.394,097_015-7_021,,,2,7,,,,,,,1,10
07051007-3034,7,Chiapas,51,Mapastepec,007-3,34,49,138.6677,051_007-3_034,8786.51954322,1374163.24047,051_007-3_034,,,1,44,,,,,,,,45
07020019-A022,7,Chiapas,20,La Concordia,019-A,22,21,173.1177,020_019-A_022,10164.937855,1719377.3603,020_019-A_022,,,4,5,,,,,,,,9
07042001-7001,7,Chiapas,42,Ixhuatán,001-7,1,212,248.6656,042_001-7_001,12315.2266022,2565680.02083,042_001-7_001,,,,25,,,,,,,,25
07092004-2020,7,Chiapas,92,Tecpatán,004-2,20,4,51.1507,092_004-2_020,3940.75204163,510810.216798,092_004-2_020,,,,1,,,,,,,,1
07099008-1001,7,Chiapas,99,La Trinitaria,008-1,1,514,4719.5994,099_008-1_001,42195.7458964,46928197.6641,099_008-1_001,,,,2,,,,,,,,2
07077005-0004,7,Chiapas,77,Salto de Agua,005-0,4,4,337.8845,077_005-0_004,12655.8032078,3377176.70095,077_005-0_004,,,,3,,,,,,,,3
07018001-1006,7,Chiapas,18,Coapilla,001-1,6,3,139.404,018_001-1_006,6525.63522095,1391226.87744,018_001-1_006,,,,3,,,,,,,,3
07040006-5010,7,Chiapas,40,Huixtla,006-5,10,133,360.4885,040_006-5_010,12465.7688267,4143463.0466,040_006-5_010,,,1,56,,,,,,,,57
07108027-5015,7,Chiapas,108,Villaflores,027-5,15,6,370.2569,108_027-5_015,9899.61536965,3680670.24275,108_027-5_015,,,,3,,,,,,,,3
07059028-3017,7,Chiapas,59,Ocosingo,028-3,17,19,88.5131,059_028-3_017,4575.46129786,882941.202929,059_028-3_017,,,3,6,,,,,,,,9
07092005-7022,7,Chiapas,92,Tecpatán,005-7,22,5,186.4978,092_005-7_022,7033.23069658,1861519.16594,092_005-7_022,,,1,4,,,,,,,,5
07002003-0021,7,Chiapas,2,Acala,003-0,21,17,153.05,002_003-0_021,5994.34140789,1543864.13164,002_003-0_021,,,,3,,,,,,,,3
07037005-5022,7,Chiapas,37,Huehuetán,005-5,22,21,579.8032,037_005-5_022,10850.5987197,5731068.57985,037_005-5_022,,,,5,,,,,,,,5
07051014-3029,7,Chiapas,51,Mapastepec,014-3,29,22,67.3301,051_014-3_029,3581.65350888,678623.126882,051_014-3_029,,,1,7,,,,,,,,8
07062001-A025,7,Chiapas,62,Ostuacán,001-A,25,77,1413.0485,062_001-A_025,33292.8075461,14265565.1906,062_001-A_025,,,1,70,,,,,,,,71
07107005-1014,7,Chiapas,107,Villa Corzo,005-1,14,13,81.9819,107_005-1_014,6599.43333556,815330.31938,107_005-1_014,,,,1,,,,,,,,1
07065011-5015,7,Chiapas,65,Palenque,011-5,15,3,22.2729,065_011-5_015,2337.18637004,222646.973149,065_011-5_015,,,,2,,,,,,,,2
07032005-9045,7,Chiapas,32,Escuintla,005-9,45,31,119.4583,032_005-9_045,8807.02996005,1192302.61437,032_005-9_045,,,,7,,,,,,,,7
07108017-1005,7,Chiapas,108,Villaflores,017-1,5,10,726.8892,108_017-1_005,14241.2707651,7230502.57699,108_017-1_005,,,,8,,,,,,,,8
07047003-2002,7,Chiapas,47,Jitotol,003-2,2,119,178.9932,047_003-2_002,6279.5361656,1785749.11967,047_003-2_002,,,1,81,,,,,,,,82
07065009-8002,7,Chiapas,65,Palenque,009-8,2,33,569.2602,065_009-8_002,13770.4983966,5692183.72028,065_009-8_002,,,1,23,,,,,,,,24
07059033-4006,7,Chiapas,59,Ocosingo,033-4,6,26,826.5218,059_033-4_006,14125.2876089,8242026.72696,059_033-4_006,,,1,,,,,,,,,1
07114018-3002,7,Chiapas,114,Benemérito de las Américas,018-3,2,213,4316.8189,114_018-3_002,28078.7920223,44095881.9953,114_018-3_002,,,,28,,,,,,,,28
07053001-0004,7,Chiapas,53,Mazapa de Madero,001-0,4,174,1956.0558,053_001-0_004,28910.618138,22705149.8904,053_001-0_004,,,,1,,,,,,,,1
07059034-9014,7,Chiapas,59,Ocosingo,034-9,14,29,1189.2588,059_034-9_014,25508.8356317,11859036.1978,059_034-9_014,,,1,,,,,,,,,1
07059026-4005,7,Chiapas,59,Ocosingo,026-4,5,38,901.5842,059_026-4_005,14490.9267061,8991737.22809,059_026-4_005,,,,20,,,,,,,1,21
07069010-A005,7,Chiapas,69,Pijijiapan,010-A,5,303,7911.4808,069_010-A_005,49120.9864274,79392349.7992,069_010-A_005,,,,287,,,1,,,,,288
07083002-4006,7,Chiapas,83,Socoltenango,002-4,6,620,1197.2188,083_002-4_006,16195.2100139,12777687.6898,083_002-4_006,,,,140,,,,,,,,140
07097012-3006,7,Chiapas,97,Tonalá,012-3,6,40,793.2055,097_012-3_006,14433.2523734,7878472.21951,097_012-3_006,,,,26,,,,,,,,26
07059007-1007,7,Chiapas,59,Ocosingo,007-1,7,33,1364.0121,059_007-1_007,16846.2408808,13612584.1936,059_007-1_007,,,4,11,,,,,,,,15
07051007-3036,7,Chiapas,51,Mapastepec,007-3,36,5,253.1655,051_007-3_036,8810.1526871,2509159.11106,051_007-3_036,,,,1,,,,,,,,1
07097013-8001,7,Chiapas,97,Tonalá,013-8,1,14,569.0392,097_013-8_001,9315.71629761,5653881.32373,097_013-8_001,,,,11,,,,,,,,11
07108016-7008,7,Chiapas,108,Villaflores,016-7,8,20,449.6942,108_016-7_008,11297.7841629,4472632.48579,108_016-7_008,,,,15,,,,,,,1,16
07020003-9012,7,Chiapas,20,La Concordia,003-9,12,260,663.1203,020_003-9_012,10967.0645681,6736105.96561,020_003-9_012,,,1,42,,,,,,,,43
07071004-2020,7,Chiapas,71,Villa Comaltitlán,004-2,20,15,63.4175,071_004-2_020,5603.85923476,676561.786907,071_004-2_020,,,,2,,,,,,,,2
07002005-A021,7,Chiapas,2,Acala,005-A,21,32,25.2924,002_005-A_021,2779.04252956,286798.174243,002_005-A_021,,,,5,,,,,,,,5
07001002-9012,7,Chiapas,1,Acacoyagua,002-9,12,102,342.1463,001_002-9_012,10011.4283038,3388638.67291,001_002-9_012,,,,2,,,,,,,,2
07052038-6001,7,Chiapas,52,Las Margaritas,038-6,1,151,1601.0322,052_038-6_001,20845.7853507,15925540.6142,052_038-6_001,1,,,4,,,,,,,,5
07107019-3003,7,Chiapas,107,Villa Corzo,019-3,3,23,1289.865,107_019-3_003,20044.5440818,12817419.7433,107_019-3_003,,,1,12,,,,,,,,13
07004008-8004,7,Chiapas,4,Altamirano,008-8,4,14,334.8856,004_008-8_004,9951.67039673,3336598.99743,004_008-8_004,,,1,,,,,,,,,1
07061010-1003,7,Chiapas,61,Ocozocoautla de Espinosa,010-1,3,75,122.4611,061_010-1_003,6979.25798623,1413621.3574,061_010-1_003,,,,7,,,,,,,,7
07081005-3012,7,Chiapas,81,Simojovel,005-3,12,66,79.3706,081_005-3_012,3701.35410715,792030.015701,081_005-3_012,,,14,10,,,,,,,,24
07099024-0005,7,Chiapas,99,La Trinitaria,024-0,5,16,1464.9097,099_024-0_005,30409.827491,14545595.7938,099_024-0_005,,,3,6,,,,,,,,9
07017009-0006,7,Chiapas,17,Cintalapa,009-0,6,78,966.2307,017_009-0_006,16320.8200257,9638673.98492,017_009-0_006,,,,61,,,,,,,,61
07020012-8006,7,Chiapas,20,La Concordia,012-8,6,5,2466.8453,020_012-8_006,33765.6380728,24499588.4246,020_012-8_006,,,,5,,,,,,,,5
07017022-6001,7,Chiapas,17,Cintalapa,022-6,1,7,887.2309,017_022-6_001,11665.7322107,8838940.26521,017_022-6_001,,,,1,,,,,,,,1
07017028-3008,7,Chiapas,17,Cintalapa,028-3,8,63,2615.8916,017_028-3_008,35907.1369566,26036034.3081,017_028-3_008,,,13,11,,,,,,,,24
07107019-3008,7,Chiapas,107,Villa Corzo,019-3,8,11,290.1374,107_019-3_008,9356.56572765,2882886.31997,107_019-3_008,,,,4,,,,,,,,4
07016011-0009,7,Chiapas,16,Catazajá,011-0,9,17,326.6506,016_011-0_009,10249.7071377,3266841.46835,016_011-0_009,,,,17,,,,,,,,17
07054005-6011,7,Chiapas,54,Mazatán,005-6,11,108,812.9853,054_005-6_011,15570.452843,8031724.90373,054_005-6_011,,,,21,,,,,,2,,23
07052014-0006,7,Chiapas,52,Las Margaritas,014-0,6,80,1970.6844,052_014-0_006,21090.5257299,19618424.5106,052_014-0_006,,,1,7,,,,,,,,8
07092005-7014,7,Chiapas,92,Tecpatán,005-7,14,12,479.0691,092_005-7_014,14474.8468885,4782895.57325,092_005-7_014,,,,11,,,,,,,,11
07002003-0004,7,Chiapas,2,Acala,003-0,4,134,1576.3875,002_003-0_004,20306.4631869,16302223.3346,002_003-0_004,,,,1,,,,,,,,1
07012005-6018,7,Chiapas,12,Berriozábal,005-6,18,579,967.8522,012_005-6_018,19915.5086413,9869592.3334,012_005-6_018,,,1,12,,,,,,1,,14
07076003-4019,7,Chiapas,76,Sabanilla,003-4,19,34,173.1024,076_003-4_019,8496.74253529,1728399.60902,076_003-4_019,,,,14,,,,,,,,14
07092015-0002,7,Chiapas,92,Tecpatán,015-0,2,15,521.0482,092_015-0_002,10185.2732123,5200168.44022,092_015-0_002,,,,10,,,,,,,,10
07097007-2005,7,Chiapas,97,Tonalá,007-2,5,2,290.669,097_007-2_005,8437.07857867,2889908.28068,097_007-2_005,,,,2,,,,,,,,2
07065006-4004,7,Chiapas,65,Palenque,006-4,4,16,399.0164,065_006-4_004,10728.3567499,3990532.84444,065_006-4_004,,,,8,,,,,,,1,9
07061012-0003,7,Chiapas,61,Ocozocoautla de Espinosa,012-0,3,12,51.8054,061_012-0_003,3098.11715864,516596.868699,061_012-0_003,,,,4,,,,,,,,4
07029001-5004,7,Chiapas,29,Chicoasén,001-5,4,18,1356.6639,029_001-5_004,18588.2607449,13530629.1953,029_001-5_004,,,,1,,,,,,,,1
07046008-8003,7,Chiapas,46,Jiquipilas,008-8,3,4,132.2133,046_008-8_003,6352.32994518,1316474.49355,046_008-8_003,,,,1,,,,,,,,1
07004002-0005,7,Chiapas,4,Altamirano,002-0,5,474,1578.4353,004_002-0_005,17267.5042967,16378244.6486,004_002-0_005,,,,124,,,,,,,,124
07074001-0013,7,Chiapas,74,Reforma,001-0,13,3,67.1328,074_001-0_013,3307.19809178,671692.609676,074_001-0_013,,,,2,,,,,,,,2
07050008-0011,7,Chiapas,50,La Libertad,008-0,11,12,549.5299,050_008-0_011,13236.906231,5494764.43385,050_008-0_011,,,,10,,,,,,,2,12
07013003-4009,7,Chiapas,13,Bochil,003-4,9,221,355.3523,013_003-4_009,11489.2145564,3589477.66851,013_003-4_009,,,,,,,,,,1,,1
07114014-5001,7,Chiapas,114,Benemérito de las Américas,014-5,1,29,164.0095,114_014-5_001,6184.19158348,1633219.46702,114_014-5_001,,,15,,,,,,,,,15
07048001-0012,7,Chiapas,48,Juárez,001-0,12,5,443.1761,048_001-0_012,11974.1518666,4432315.93998,048_001-0_012,,,,1,,,,,,,,1
